sample__uid,taxid,name,cn_name,rankcode,reads_accum,rpm,abd,amplicon_reads,dup_accum,cov_length,ref_length,coverage,rank,parent_ratio,labels
MT-11-A01D24370199L-tNGS-C18-20250225,1844474,Mycobacterium mungi,猫鼬分枝杆菌,S,1,0.132712733,2.00141E-07,,0,,,,4,0.071,misclassified
MT-11-A01D24370199L-tNGS-C18-20250225,1430326,Mycobacterium decipiens,欺骗分枝杆菌,S,3,0.3981382,6.00424E-07,,2,,,,3,0,misclassified
MT-11-A01D24370199L-tNGS-C18-20250225,1841861,Mycobacterium numidiamassiliense,努米迪亚马赛分枝杆菌,S,1,0.132712733,2.00141E-07,,0,,,,4,0,misclassified
MT-11-A01D24370199L-tNGS-C18-20250225,1743,Propionibacterium,丙酸杆菌属,G,29,3.848669263,5.8041E-06,,2,,,,6/15,96.667,
MT-11-A01D24370199L-tNGS-C18-20250225,556499,Propionibacterium acidifaciens,产酸丙酸杆菌,S,29,3.848669263,5.8041E-06,,2,,,,1,100,
MT-11-A01D24370199L-tNGS-C18-20250225,1912216,Cutibacterium,Cutibacterium,G,1,0.132712733,2.00141E-07,,0,,,,11/15,3.333,
MT-11-A01D24370199L-tNGS-C18-20250225,1747,Cutibacterium acnes,痤疮丙酸杆菌,S,1,0.132712733,2.00141E-07,,0,,,,1,100,
MT-11-A03C24250007L-tNGS-C15-20250225,5475,Candida,念珠菌属,G,2,0.281518533,5.88637E-07,,0,,,,1/3,100,
MT-11-A03C24250007L-tNGS-C15-20250225,5476,Candida albicans,白色念珠菌,S,1,0.140759267,2.94319E-07,,0,,,,1,100,
MT-11-A03C24250007L-tNGS-C15-20250225,5094,Talaromyces,篮状菌属,G,1,0.140759267,2.94319E-07,,0,,,,2/3,100,
MT-11-A03C24250007L-tNGS-C15-20250225,2752537,Talaromyces sect. Talaromyces,,G1,1,0.140759267,2.94319E-07,,0,,,,,100,
MT-11-A03C24250007L-tNGS-C15-20250225,37727,Talaromyces marneffei,马尔尼菲篮状菌,S,1,0.140759267,2.94319E-07,,0,,,,1,100,
MT-11-A03C24250007L-tNGS-C15-20250225,55193,Malassezia,马拉色菌属,G,1,0.140759267,2.94319E-07,,0,,,,2/3,100,
MT-11-A03C24250007L-tNGS-C15-20250225,76775,Malassezia restricta,限制马拉色菌,S,1,0.140759267,2.94319E-07,,0,,,,1,100,
MT-11-A03C24250007L-tNGS-C15-20250225,543,Enterobacteriaceae,肠杆菌科,F,62,8.727074538,1.82478E-05,,1,,,,,100,
MT-11-A03C24250007L-tNGS-C15-20250225,561,Escherichia,埃希菌属,G,7,0.985314867,2.06023E-06,,0,,,,8/24,87.5,
MT-11-A03C24250007L-tNGS-C15-20250225,562,Escherichia coli,大肠埃希菌,S,6,0.8445556,1.76591E-06,,0,,,,1,100,
MT-11-A03C24250007L-tNGS-C15-20250225,620,Shigella,志贺菌属,G,1,0.140759267,2.94319E-07,,0,,,,9/24,12.5,
MT-11-A03C24250007L-tNGS-C15-20250225,623,Shigella flexneri,福氏志贺菌,S,1,0.140759267,2.94319E-07,,0,,,,1,100,
MT-11-A03C24250007L-tNGS-C15-20250225,642,Aeromonas,气单胞菌属,G,2,0.281518533,5.88637E-07,,1,,,,16/24,100,
MT-11-A03C24250007L-tNGS-C15-20250225,648,Aeromonas caviae,豚鼠气单胞菌,S,2,0.281518533,5.88637E-07,,1,,,,1,100,
MT-11-A03C24250007L-tNGS-C15-20250225,469,Acinetobacter,不动杆菌属,G,3,0.4222778,8.82956E-07,,0,,,,14/24,100,
MT-11-A03C24250007L-tNGS-C15-20250225,909768,Acinetobacter calcoaceticus/baumannii complex,醋酸钙-鲍曼不动杆菌复合群,G1,2,0.281518533,5.88637E-07,,0,,,,,100,
MT-11-A03C24250007L-tNGS-C15-20250225,470,Acinetobacter baumannii,鲍曼不动杆菌,S,2,0.281518533,5.88637E-07,,0,,,,1,100,
MT-11-A03C24250007L-tNGS-C15-20250225,374,Bradyrhizobium,慢生根瘤菌属,G,1,0.140759267,2.94319E-07,,0,,,,20/24,100,
MT-11-A03C24250007L-tNGS-C15-20250225,357,Agrobacterium,土壤杆菌属,G,1,0.140759267,2.94319E-07,,0,,,,20/24,100,
MT-11-A03C24250007L-tNGS-C15-20250225,13687,Sphingomonas,鞘氨醇单胞菌属,G,3,0.4222778,8.82956E-07,,0,,,,14/24,7.317,
MT-11-A03C24250007L-tNGS-C15-20250225,152682,Sphingomonas melonis,瓜类鞘氨醇单胞菌,S,2,0.281518533,5.88637E-07,,0,,,,1,66.667,
MT-11-A03C24250007L-tNGS-C15-20250225,165695,Sphingobium,Sphingobium,G,35,4.926574336,1.03011E-05,,2,,,,10/24,85.366,
MT-11-A03C24250007L-tNGS-C15-20250225,1592790,Sphingobium phenoxybenzoativorans,,S,1,0.140759267,2.94319E-07,,0,,,,1,2.857,misclassified
MT-11-A03C24250007L-tNGS-C15-20250225,165696,Novosphingobium,Novosphingobium,G,2,0.281518533,5.88637E-07,,1,,,,16/24,4.878,
MT-11-A03C24250007L-tNGS-C15-20250225,273168,Novosphingobium naphthalenivorans,Novosphingobium naphthalenivorans,S,2,0.281518533,5.88637E-07,,1,,,,1,100,
MT-11-A03C24250007L-tNGS-C15-20250225,75,Caulobacter,Caulobacter,G,242,34.06374255,7.12251E-05,,151,,,,7/24,21.92,
MT-11-A03C24250007L-tNGS-C15-20250225,88688,Caulobacter segnis,Caulobacter segnis,S,96,13.51288961,2.82546E-05,,57,,,,1,70.073,
MT-11-A03C24250007L-tNGS-C15-20250225,155892,Caulobacter vibrioides,Caulobacter vibrioides,S,31,4.363537269,9.12388E-06,,22,,,,2,22.628,
MT-11-A03C24250007L-tNGS-C15-20250225,2055137,Caulobacter zeae,,S,1,0.140759267,2.94319E-07,,0,,,,4,0.73,misclassified
MT-11-A03C24250007L-tNGS-C15-20250225,2172650,Caulobacter radicis,,S,9,1.266833401,2.64887E-06,,4,,,,3,6.569,misclassified
MT-11-A03C24250007L-tNGS-C15-20250225,41275,Brevundimonas,短波单胞菌属,G,862,121.3344879,0.000253703,,383,,,,5/24,78.08,
MT-11-A03C24250007L-tNGS-C15-20250225,293,Brevundimonas diminuta,缺陷短波单胞菌,S,387,54.47383623,0.000113901,,166,,,,1,64.073,
MT-11-A03C24250007L-tNGS-C15-20250225,41276,Brevundimonas vesicularis,泡囊短波单胞菌,S,217,30.54476088,6.38671E-05,,102,,,,2,35.927,
MT-11-A03C24250007L-tNGS-C15-20250225,335058,Pelomonas,Pelomonas,G,22,3.096703868,6.47501E-06,,2,,,,11/24,100,
MT-11-A03C24250007L-tNGS-C15-20250225,431059,Pelomonas puraquae,Pelomonas puraquae,S,8,1.126074134,2.35455E-06,,0,,,,1,44.444,
MT-11-A03C24250007L-tNGS-C15-20250225,32008,Burkholderia,伯克霍尔德菌属,G,1,0.140759267,2.94319E-07,,0,,,,20/24,0.06,misclassified
MT-11-A03C24250007L-tNGS-C15-20250225,87882,Burkholderia cepacia complex,洋葱伯克霍尔德菌群,G1,1,0.140759267,2.94319E-07,,0,,,,,100,misclassified
MT-11-A03C24250007L-tNGS-C15-20250225,87883,Burkholderia multivorans,多噬伯克霍尔德菌,S,1,0.140759267,2.94319E-07,,0,,,,1,100,misclassified
MT-11-A03C24250007L-tNGS-C15-20250225,48736,Ralstonia,罗尔斯顿菌属,G,8,1.126074134,2.35455E-06,,1,,,,13/24,0.476,misclassified
MT-11-A03C24250007L-tNGS-C15-20250225,329,Ralstonia pickettii,皮氏罗尔斯顿菌,S,8,1.126074134,2.35455E-06,,1,,,,1,100,misclassified
MT-11-A03C24250007L-tNGS-C15-20250225,93217,Pandoraea,潘多拉菌属,G,2,0.281518533,5.88637E-07,,0,,,,16/24,0.119,misclassified
MT-11-A03C24250007L-tNGS-C15-20250225,93219,Pandoraea norimbergensis,纽伦堡潘多拉菌,S,2,0.281518533,5.88637E-07,,0,,,,1,100,misclassified
MT-11-A03C24250007L-tNGS-C15-20250225,106589,Cupriavidus,贪铜菌属,G,1667,234.6456977,0.000490629,,1222,,,,3/24,99.226,
MT-11-A03C24250007L-tNGS-C15-20250225,82633,Cupriavidus pauculus,少见贪铜菌,S,1462,205.790048,0.000430294,,1070,,,,1,92.766,
MT-11-A03C24250007L-tNGS-C15-20250225,119219,Cupriavidus metallidurans,耐金属贪铜菌,S,114,16.04655641,3.35523E-05,,93,,,,2,7.234,misclassified
MT-11-A03C24250007L-tNGS-C15-20250225,1822464,Paraburkholderia,副伯克霍尔德菌属,G,2,0.281518533,5.88637E-07,,0,,,,16/24,0.119,misclassified
MT-11-A03C24250007L-tNGS-C15-20250225,92647,Paraburkholderia tropica,热带副伯克霍尔德菌,S,2,0.281518533,5.88637E-07,,0,,,,1,100,misclassified
MT-11-A03C24250007L-tNGS-C15-20250225,482,Neisseria,奈瑟菌属,G,254,35.75285375,7.47569E-05,,68,,,,6/24,100,
MT-11-A03C24250007L-tNGS-C15-20250225,484,Neisseria flavescens,浅黄奈瑟菌,S,28,3.941259469,8.24092E-06,,4,,,,2,17.949,
MT-11-A03C24250007L-tNGS-C15-20250225,487,Neisseria meningitidis,脑膜炎奈瑟菌,S,2,0.281518533,5.88637E-07,,1,,,,5,1.282,misclassified
MT-11-A03C24250007L-tNGS-C15-20250225,488,Neisseria mucosa,黏膜奈瑟菌,S,80,11.26074134,2.35455E-05,,28,,,,1,51.282,
MT-11-A03C24250007L-tNGS-C15-20250225,495,Neisseria elongata,长奈瑟菌,S,23,3.237463135,6.76933E-06,,5,,,,3,14.744,
MT-11-A03C24250007L-tNGS-C15-20250225,28449,Neisseria subflava,微黄奈瑟菌,S,22,3.096703868,6.47501E-06,,0,,,,4,14.103,
MT-11-A03C24250007L-tNGS-C15-20250225,1279,Staphylococcus,葡萄球菌属,G,1,0.140759267,2.94319E-07,,0,,,,20/24,100,
MT-11-A03C24250007L-tNGS-C15-20250225,1282,Staphylococcus epidermidis,表皮葡萄球菌,S,1,0.140759267,2.94319E-07,,0,,,,1,100,
MT-11-A03C24250007L-tNGS-C15-20250225,28263,Arcanobacterium,隐秘杆菌属,G,1,0.140759267,2.94319E-07,,0,,,,20/24,0.083,misclassified
MT-11-A03C24250007L-tNGS-C15-20250225,1871014,Arcanobacterium urinimassiliense,,S,1,0.140759267,2.94319E-07,,0,,,,1,100,misclassified
MT-11-A03C24250007L-tNGS-C15-20250225,2529408,Schaalia,Schaalia,G,1204,169.4741572,0.00035436,,659,,,,4/24,99.917,
MT-11-A03C24250007L-tNGS-C15-20250225,1660,Schaalia odontolytica,溶齿放线菌,S,1115,156.9465824,0.000328165,,595,,,,1,94.813,
MT-11-A03C24250007L-tNGS-C15-20250225,52773,Schaalia meyeri,麦尔放线菌,S,61,8.586315271,1.79534E-05,,49,,,,2,5.187,misclassified
MT-11-A03C24250007L-tNGS-C15-20250225,1716,Corynebacterium,棒状杆菌属,G,11543,1624.784216,0.003397319,,9017,,,,2/24,100,
MT-11-A03C24250007L-tNGS-C15-20250225,38289,Corynebacterium jeikeium,杰氏棒状杆菌,S,4,0.563037067,1.17727E-06,,1,,,,6,0.051,misclassified
MT-11-A03C24250007L-tNGS-C15-20250225,38290,Corynebacterium macginleyi,麦利金氏棒状杆菌,S,1,0.140759267,2.94319E-07,,0,,,,8,0.013,misclassified
MT-11-A03C24250007L-tNGS-C15-20250225,38304,Corynebacterium tuberculostearicum,结核硬脂酸棒状杆菌,S,605,85.15935638,0.000178063,,74,,,,2,7.761,misclassified
MT-11-A03C24250007L-tNGS-C15-20250225,39791,Corynebacterium glucuronolyticum,解谷氨酸棒杆菌,S,2,0.281518533,5.88637E-07,,0,,,,7,0.026,misclassified
MT-11-A03C24250007L-tNGS-C15-20250225,1979527,Corynebacterium kefirresidentii,Corynebacterium kefirresidentii,S,33,4.645055803,9.71251E-06,,5,,,,5,0.423,misclassified
MT-11-A03C24250007L-tNGS-C15-20250225,2026255,Corynebacterium hadale,Corynebacterium hadale,S,6523,918.172697,0.00191984,,5505,,,,1,83.682,
MT-11-A03C24250007L-tNGS-C15-20250225,2041036,Corynebacterium gottingense,Corynebacterium gottingense,S,183,25.75894581,5.38603E-05,,71,,,,4,2.348,misclassified
MT-11-A03C24250007L-tNGS-C15-20250225,2054421,Corynebacterium godavarianum,,S,438,61.65255883,0.000128912,,289,,,,3,5.619,misclassified
MT-11-A03C24250007L-tNGS-C15-20250225,1762,Mycobacteriaceae,分枝杆菌科,F,3371833,474616.7407,0.992393042,,3344149,,,,,99.659,
MT-11-A03C24250007L-tNGS-C15-20250225,1763,Mycobacterium,分枝杆菌属,G,3371833,474616.7407,0.992393042,,3344149,,,,1/24,100,
MT-11-A03C24250007L-tNGS-C15-20250225,77643,Mycobacterium tuberculosis complex,结核分枝杆菌复合群,G1,1431680,201522.227,0.42137,,1418536,,,,,100,
MT-11-A03C24250007L-tNGS-C15-20250225,1773,Mycobacterium tuberculosis,结核分枝杆菌,S,870,122.4605621,0.000256057,,581,,,,1,97.424,
MT-11-A03C24250007L-tNGS-C15-20250225,1806,Mycobacterium tuberculosis variant microti,结核分枝杆菌田鼠变种,S1,200,28.15185335,5.88637E-05,,128,,,,,23.283,
MT-11-A03C24250007L-tNGS-C15-20250225,33894,Mycobacterium tuberculosis variant africanum,结核分枝杆菌非洲变种,S1,5,0.703796334,1.47159E-06,,0,,,,,0.582,misclassified
MT-11-A03C24250007L-tNGS-C15-20250225,78331,Mycobacterium canettii,卡内蒂分枝杆菌,S,22,3.096703868,6.47501E-06,,1,,,,2,2.464,misclassified
MT-11-A03C24250007L-tNGS-C15-20250225,1844474,Mycobacterium mungi,猫鼬分枝杆菌,S,1,0.140759267,2.94319E-07,,0,,,,4,0.112,misclassified
MT-11-A03C24250007L-tNGS-C15-20250225,487514,Mycobacterium kyorinense,杏林分枝杆菌,S,2,0.281518533,5.88637E-07,,0,,,,3,0,misclassified
MT-11-A03C24250007L-tNGS-C15-20250225,1912216,Cutibacterium,Cutibacterium,G,14,1.970629734,4.12046E-06,,5,,,,12/24,100,
MT-11-A03C24250007L-tNGS-C15-20250225,1747,Cutibacterium acnes,痤疮丙酸杆菌,S,14,1.970629734,4.12046E-06,,5,,,,1,100,
MT-11-A03C24250007L-tNGS-C15-20250225,333750,Alphapapillomavirus,甲型乳头瘤病毒属,G,2,0.281518533,5.88637E-07,,0,,,,1/1,100,
MT-11-A03C24250007L-tNGS-C15-20250225,337042,Alphapapillomavirus 7,甲型乳头瘤病毒7,S,2,0.281518533,5.88637E-07,,0,,,,1,100,
MT-11-A03C24250007L-tNGS-C15-20250225,37115,Human papillomavirus type 59,人乳头瘤病毒59型,S1,2,0.281518533,5.88637E-07,,0,,,,,100,
RTI-T04-NWZq2-A11C24020419U-tNGS-Ts41-20250225,4919,Pichia,毕赤酵母属,G,7916,2667.030536,0.003430594,,7109,,,,1/3,100,
RTI-T04-NWZq2-A11C24020419U-tNGS-Ts41-20250225,4909,Pichia kudriavzevii,库德里阿兹威毕赤酵母（克柔念珠菌）,S,7916,2667.030536,0.003430594,,7109,,,,1,100,
RTI-T04-NWZq2-A11C24020419U-tNGS-Ts41-20250225,5498,Cladosporium,枝孢霉属,G,1,0.33691644,4.33375E-07,,0,,,,3/3,100,
RTI-T04-NWZq2-A11C24020419U-tNGS-Ts41-20250225,55193,Malassezia,马拉色菌属,G,8,2.695331517,3.467E-06,,1,,,,2/3,100,
RTI-T04-NWZq2-A11C24020419U-tNGS-Ts41-20250225,76775,Malassezia restricta,限制马拉色菌,S,8,2.695331517,3.467E-06,,1,,,,1,100,
RTI-T04-NWZq2-A11C24020419U-tNGS-Ts41-20250225,286,Pseudomonas,假单胞菌属,G,43,14.48740691,1.86351E-05,,15,,,,27/68,100,
RTI-T04-NWZq2-A11C24020419U-tNGS-Ts41-20250225,104087,Pseudomonas frederiksbergensis,Pseudomonas frederiksbergensis,S,2,0.673832879,8.66749E-07,,0,,,,2,7.407,misclassified
RTI-T04-NWZq2-A11C24020419U-tNGS-Ts41-20250225,136843,Pseudomonas fluorescens group,荧光假单胞菌复合群,G1,13,4.379913716,5.63387E-06,,4,,,,,48.148,
RTI-T04-NWZq2-A11C24020419U-tNGS-Ts41-20250225,298,Pseudomonas marginalis,Pseudomonas marginalis,S,2,0.673832879,8.66749E-07,,0,,,,2,100,
RTI-T04-NWZq2-A11C24020419U-tNGS-Ts41-20250225,191390,Pseudomonas palleroniana,,S,2,0.673832879,8.66749E-07,,0,,,,2,7.407,misclassified
RTI-T04-NWZq2-A11C24020419U-tNGS-Ts41-20250225,321846,Pseudomonas simiae,Pseudomonas simiae,S,8,2.695331517,3.467E-06,,5,,,,1,29.63,
RTI-T04-NWZq2-A11C24020419U-tNGS-Ts41-20250225,2742,Marinobacter,海杆菌属,G,3,1.010749319,1.30012E-06,,0,,,,47/68,100,
RTI-T04-NWZq2-A11C24020419U-tNGS-Ts41-20250225,1305740,Marinobacter nanhaiticus,南海海杆菌,S,2,0.673832879,8.66749E-07,,0,,,,1,100,
RTI-T04-NWZq2-A11C24020419U-tNGS-Ts41-20250225,543,Enterobacteriaceae,肠杆菌科,F,1823895,614500.2097,0.79042996,,1630076,,,,,99.965,
RTI-T04-NWZq2-A11C24020419U-tNGS-Ts41-20250225,544,Citrobacter,柠檬酸杆菌属,G,31,10.44440963,1.34346E-05,,3,,,,5/68,0.004,misclassified
RTI-T04-NWZq2-A11C24020419U-tNGS-Ts41-20250225,545,Citrobacter koseri,克氏柠檬酸杆菌,S,1,0.33691644,4.33375E-07,,0,,,,4,3.846,misclassified
RTI-T04-NWZq2-A11C24020419U-tNGS-Ts41-20250225,35703,Citrobacter amalonaticus,无丙二酸柠檬酸杆菌,S,9,3.032247957,3.90037E-06,,0,,,,1,34.615,misclassified
RTI-T04-NWZq2-A11C24020419U-tNGS-Ts41-20250225,67824,Citrobacter farmeri,法摩柠檬酸杆菌,S,1,0.33691644,4.33375E-07,,0,,,,4,3.846,misclassified
RTI-T04-NWZq2-A11C24020419U-tNGS-Ts41-20250225,67825,Citrobacter rodentium,啮齿类柠檬酸杆菌,S,1,0.33691644,4.33375E-07,,0,,,,4,3.846,misclassified
RTI-T04-NWZq2-A11C24020419U-tNGS-Ts41-20250225,1344959,Citrobacter freundii complex,弗劳地柠檬酸杆菌复合体,G1,12,4.042997276,5.2005E-06,,3,,,,,46.154,misclassified
RTI-T04-NWZq2-A11C24020419U-tNGS-Ts41-20250225,546,Citrobacter freundii,弗劳地柠檬酸杆菌,S,6,2.021498638,2.60025E-06,,0,,,,2,54.545,misclassified
RTI-T04-NWZq2-A11C24020419U-tNGS-Ts41-20250225,67826,Citrobacter sedlakii,塞氏柠檬酸杆菌,S,4,1.347665759,1.7335E-06,,3,,,,3,36.364,misclassified
RTI-T04-NWZq2-A11C24020419U-tNGS-Ts41-20250225,67828,Citrobacter gillenii,吉伦柠檬酸杆菌,S,1,0.33691644,4.33375E-07,,0,,,,4,9.091,misclassified
RTI-T04-NWZq2-A11C24020419U-tNGS-Ts41-20250225,547,Enterobacter,肠杆菌属,G,43,14.48740691,1.86351E-05,,18,,,,11/68,0.005,misclassified
RTI-T04-NWZq2-A11C24020419U-tNGS-Ts41-20250225,354276,Enterobacter cloacae complex,阴沟肠杆菌复合群,G1,40,13.47665759,1.7335E-05,,18,,,,,100,misclassified
RTI-T04-NWZq2-A11C24020419U-tNGS-Ts41-20250225,69218,Enterobacter cancerogenus,生癌肠杆菌,S,34,11.45515895,1.47347E-05,,18,,,,1,87.179,misclassified
RTI-T04-NWZq2-A11C24020419U-tNGS-Ts41-20250225,158836,Enterobacter hormaechei,霍氏肠杆菌,S,2,0.673832879,8.66749E-07,,0,,,,3,5.128,misclassified
RTI-T04-NWZq2-A11C24020419U-tNGS-Ts41-20250225,1812935,Enterobacter roggenkampii,罗根肠杆菌,S,3,1.010749319,1.30012E-06,,0,,,,2,7.692,misclassified
RTI-T04-NWZq2-A11C24020419U-tNGS-Ts41-20250225,561,Escherichia,埃希菌属,G,801707,270108.2681,0.347439536,,726328,,,,1/68,99.794,
RTI-T04-NWZq2-A11C24020419U-tNGS-Ts41-20250225,562,Escherichia coli,大肠埃希菌,S,717255,241655.0009,0.310840175,,650348,,,,1,99.872,
RTI-T04-NWZq2-A11C24020419U-tNGS-Ts41-20250225,1502658,Escherichia coli O2:H6,,S1,7,2.358415078,3.03362E-06,,0,,,,,0.026,misclassified
RTI-T04-NWZq2-A11C24020419U-tNGS-Ts41-20250225,2027293,Escherichia coli O8:H8,,S1,17,5.727579474,7.36737E-06,,2,,,,,0.064,misclassified
RTI-T04-NWZq2-A11C24020419U-tNGS-Ts41-20250225,2048775,Escherichia coli O114:H49,,S1,5,1.684582198,2.16687E-06,,0,,,,,0.019,misclassified
RTI-T04-NWZq2-A11C24020419U-tNGS-Ts41-20250225,2072463,Escherichia coli O78,,S1,19,6.401412354,8.23412E-06,,1,,,,,0.071,misclassified
RTI-T04-NWZq2-A11C24020419U-tNGS-Ts41-20250225,564,Escherichia fergusonii,弗格森埃希菌,S,292,98.37960038,0.000126545,,159,,,,3,0.041,misclassified
RTI-T04-NWZq2-A11C24020419U-tNGS-Ts41-20250225,208962,Escherichia albertii,阿尔伯蒂埃希菌,S,337,113.5408402,0.000146047,,160,,,,2,0.047,misclassified
RTI-T04-NWZq2-A11C24020419U-tNGS-Ts41-20250225,1499973,Escherichia marmotae,,S,145,48.85288375,6.28393E-05,,50,,,,4,0.02,misclassified
RTI-T04-NWZq2-A11C24020419U-tNGS-Ts41-20250225,579,Kluyvera,克吕沃尔菌属,G,7,2.358415078,3.03362E-06,,0,,,,8/68,0.001,misclassified
RTI-T04-NWZq2-A11C24020419U-tNGS-Ts41-20250225,580,Kluyvera cryocrescens,栖冷克吕沃尔菌,S,1,0.33691644,4.33375E-07,,0,,,,1,33.333,misclassified
RTI-T04-NWZq2-A11C24020419U-tNGS-Ts41-20250225,61648,Kluyvera intermedia,中间克吕沃尔菌,S,1,0.33691644,4.33375E-07,,0,,,,1,33.333,misclassified
